_ - ,_ - voce/entry,_ - titolo/title,_ - sottitolo/subtitle,_ - autore/author,ids_authors,_ - genere/genre,_ - metro/mode,_ - luogo di pubblicazione/city,ids_city,_ - luogo di rappresentazione/location,ids_location,_ - editore/publisher,ids_publisher,_ - anno/year,_ - formato/format,_ - libretto,_ - compositore/composer,ids_composer,_ - traduzione/translation
633,"ARATO IN SPARTA. Dramma recitato nel teatro di Sant'Angiolo di Venezia l'anno 1709 — in Venezia, per Gambatista Zuccato, 1709 in 12. — Poesia Benedetto Marcello, Patrizio Veneto, per quanto si crede. — musica di Giammaria Ruggieri Vneziano.",Arato In Sparta,,Benedetto Marcello,Q312784,Dramma,,Venice,Q641,,,Giovanni Battista Zuccato,Q68912851,1709,12,True,,,False
634,"ARBACE. Tragi—Dramma consacrato all'Emin. e Reverendiss. Sig. Card. Pietro Ottobo Principe di Santa Chiesa, e Datario di Nostro Signore. — in Venezia, per Francesco Niccolini. 1667. in 12. — Poesia di Cammillo Contarini, Patrizio Veneto. — Questo se si vuol credere al Libro Intitolato: Glorie della Poesia, e della Musica c. 71 non fu mai recitato, almeno pubblicamente.",Arbace,,Camillo Contarini,,Tragi—Dramma consacrato,,Venice,Q641,,,Francesco Niccolini,,1667,12,False,,,False
635,"ARCA DEL TESTAMENTO DI GERICO ED IL LACCIO PURPUREO DI RAB, SIMBOLI DELLA SANTISSIMA VERGINE, E SUO ROSARIO. Oratorio per Musica. — in Napoli, per Carlo Troyse, 1702 in 8 — di Andrea Perucci, di Palermo.","Arca Del Testamento Di Gerico Ed Il Laccio Purpureo Di Rab, Simboli Della Santissima Vergine, E Suo Rosario",,Andrea Perucci,,Oratorio,,Naples,Q2634,,,Carlo Troyse,,1702,8,True,,,False
636,"ARCADE. Favola Boschereccia dedicata a S. M. Cristianiss. Luigi XIV. Re di Francia, e di Navarra. — in Parma, per Giuseppe Rosati, 1713 in 4. Edizione corretta. — di Pier Gio. Balestrieri, Nobile Parmigiano.",Arcade,,Pier Giovanni Balestrieri,,Favola Boschereccia,,Parma,Q2683,,,Giuseppe Rosati,,1713,4,False,,,False
637,"ARCADICI AVVENIMENTI. Atti Boscherecci rappresentabili alla Scena (in prosa). — in Vinegia, per Gio. Antonio Giuliani, 1618 in 24. — di Domizio Bombarda, Bresciano.",Arcadici Avvenimenti,,Domizio Bombarda,,Atti Boscherecci,prose,Venice,Q641,,,Giovanni Antonio Giuliani,Q106518490,1618,24,False,,,False
638,"ARCANI ETERNI DELL'AMORE MANIFESTATI NEL TEMPO. Oratorio recitato nella Chiesa di S. Giuseppe di Brescia, ad onore della Immacolata Concezione di Maria Vergine, in occasione dell'essere stata la di lei Festa decretata di Precetto da N. S. Clemente XI dedicato alli Nob. Uom. Renier Zen, e Antonio Nani, Patrizi Veneti, Rettori di essa Città l'anno 1709 — in Brescia, per Gio. Maria Rizzardi. 1709. in 4 — Poesia d'Incerto Autore. — Musica di Pietro Baldassarri Romano.",Arcani Eterni Dell'Amore Manifestati Nel Tempo,,unknown,Q24238356,Oratorio,,Brescia,Q6221,,,Giovanni Maria Rizzardi,Q112543478,1709,4,True,Pietro Baldassare,Q329169,False
639,"ARCANO, SEGNO DATO DA ISAIA PROFETA AD ACAZ RE DI GIUDA. Oratorio. — in Palermo, per Agostino Epiro. 1705 in 4 — ivi per Domenico Cortesi. 1706 in 8 — di Gioachino Bona, e Fardella, di Palermo. — E col titolo di Eccesso della Divina Bontà. — in Palermo, per Epiro, 1709 in 8.","Arcano, Segno Dato Da Isaia Profeta Ad Acaz Re Di Giuda",,Gioachino Bona,,Oratorio,,Palermo,Q2656,,,Agostino Epiro,,1705,4,False,,,False
640,"ARCHELAO RE DI CAPPADOCIA. Tragicommedia per Musica rappresentata nella Cesarea Corte per comando Augustiss. nel Carnevale dell'anno 1722 — in Vienna, per Gio. Pietro Van Ghelen, 1722 in 8 — Poesia di Pietro Pariati, di Reggio. — Musica di Francesco Conti.",Archelao Re Di Cappadocia,,Pietro Pariati,Q328190,Tragicommedia,,Vienna,Q1741,,,Johann Peter van Ghelen,Q1695821,1722,8,True,Francesco Bartolomeo Conti,Q691763,False
641,"ARCHITETTO IMPAZZITO, CAPITANO, E PARASITO. Commedia (in prosa). — in Napoli, per Secondino Roncagliolo. 1620. in 12. — di Gio. Francesco Vita, d'Isernia.","Architetto Impazzito, Capitano, E Parasito",,Giovanni Francesco Vita,,Commedia,prose,Naples,Q2634,,,Secondino Roncagliolo,Q93432255,1620,12,False,,,False
642,"ARCIER FERITO PER LA CONVERSIO DI SANT'EUSTACHIO. Opera Tragica. — in Palermo, per Agostino Epiro. 1699 in 8 — di Pietro Mancusio, Siciliano.",Arcier Ferito Per La Conversio Di Sant'Eustachio,,Pietro Mancusio,,Opera Tragica,verse,Palermo,Q2656,,,Agostino Epiro,,1699,8,False,,,False
643,"ARCINDA. Tragedia. — in Vicenza, per Domenico Amadio. 1614 in 12. — di Filippo Cappello, Patrizio Veneto.",Arcinda,,Filippo Cappello,,Tragedia,,Vicenza,Q6537,,,Domenico Amadio,,1614,12,False,,,False
644,"ARCINDA. Favola Boschereccia. — in Vicenza, per Domenico Grossi. 1614 in 12. — di Lodovico Aleardi, di Vicenza.",Arcinda,,Lodovico Aleardi,Q98665892,Favola Boschereccia,,Vicenza,Q6537,,,Domenico Grossi,,1614,12,False,,,False
645,"ARDELIA. Commedia (in prosa). — in Viterbo, per li Discepoli, 1619 in 12. — di Fortunio Ralli.",Ardelia,,Fortunio Ralli,,Commedia,prose,Viterbo,Q13395,,,Pietro Discepolo,Q86599631,1619,12,False,,,False
646,"ARDELINDA. Dramma rappresentato nel Teatro di Sant'Angiolo di Venezia l'anno 1732 — in Venezia nella Stamperia Nuova a S. Mosè. 1732 in 12. — Poesia di Bartolommeo Vitturi, Veneziano. — Musica di Tommaso Albinoni, Veneziano. — Replicato nel Teatro Dolfino di Trevigi nell'anno stesso. — in Venezia, nella detta Stamperia. senz'anno. in 12. — Musica del suddetto Albinoni.",Ardelinda,,Bartolomeo Vitturi,Q809511,Dramma,,Venice,Q641,Teatro San Angelo,Q1110282,Stamperia Nuova a San Mosè,,0,12,True,Tomaso Albinoni,Q174606,False
,,,,,,,,,,,,unknown,,,,,,,
,,,,,,,,,,,,unknown,,,,,,,
,,,,,,,,,,,,unknown,,,,,,,
,,,,,,,,,,,,unknown,,,,,,,
647,"ARDEMIA. Favola Eroica. — senza luogo, Stampatore, nè anno. in 12. — di Girolamo Brusoni, di Rovigo.",Ardemia,,Girolamo Brusoni,Q3768903,Favola Eroica,,N/A,Q929804,,,unknown,,0,12,False,,,False
648,"ARDIR DALL'AMORE. Commedia in prosa. — in Napoli, per Novello de Bonis. 1663 in 12. — ed ivi, per Antonio Bulifon. 1676 in 12. — di Ettore Calcolone, cioè, Carlo Celano.",Ardir Dall'Amore,,Carlo Celano,Q3659181,Commedia in,prose,Naples,Q2634,,,Novello De Bonis,Q112499010,1663,12,False,,,False
649,"ARDITO AMANTE. Commedia (in prosa). — in Napoli, per Giambatista Sottile. 1606 in 12. — di Lodovico Bartolaja, della Mirandola.",Ardito Amante,,Lodovico Bartolaia,Q98635929,Commedia,prose,Naples,Q2634,,,Giovanni Battista Sottile,Q105886169,1606,12,False,,,False
650,"ARDITO VERGOGNOSO. Commedia (in prosa). — in Napoli, a spese di Antonio Bulifon. 1663 in 12. — ed in Bologna, per Gio. Recaldini. 1679 in 12. — di Ettore Calcolone, cioè, Carlo Celano.",Ardito Vergognoso,,Carlo Celano,Q3659181,Commedia,prose,Naples,Q2634,,,Antonio Bulifon,Q20007459,1663,12,False,,,False
651,"ARETUSA. Commedia Pastorale. — in Ferrara, per Valente Panizza Mansonno. 1564 in 8 — di Alberto Lollio, Ferrarese.",Aretusa,,Alberto Lollio,Q44814629,Commedia Pastorale,,Ferrara,Q13362,,,Valente Panizza Mansonno,,1564,8,False,,,False
652,"ARETUSA. Melodramma recitato nel Teatro di Mantova l'anno 1710 — in Mantova, per Alberto Pazzoni. 1710 in 12. — dell'Ab. Pietro d'Averara, Bergamasco. — Fu più volte sentito altrove, e nell'anno stesso nel Teatro di S. Fantino di Venezia. in Venezia 1710 in 12. — Musica di diversi.",Aretusa,,Pietro Averara,Q114436265,Melodramma,verse,Mantua,Q6247,Teatro Ducale di Mantova,,Alberto Pazzoni,,1710,12,True,N/A,,False
653,"ARGELINDA. Componimento Scenico recitato nel Teatro alli Saloni di Venezia l'anno 1650 — in Venezia, per il Valvasense. 1650. in 12. — di Giacomo Castoreo, Veneziano. Questo non ebbe di Musica se non il Prologo.",Argelinda,,Giacomo Castoreo,,Componimento Scenico,,Venice,Q641,Teatro ai Saloni,,Francesco Valvasense,Q112528003,1650,12,False,,,False
654,"ARGENE. Dramma recitato l'anno 1689, nel Teatro de' Saloni di Venezia, il quale non è più in essere. in Venezia, per Giammaria Rossi. 1689 in 8 — Poesia dell'Ab. Paolo Emilio Badi. — Musica di Antonio Caldara. — Questo Dramma fu recitato per proprio divertimento da una nobile Compagnia di Accademici a porte aperte, come più volte anche in passato era seguito. Fu però l'ultimo, che siasi recitato con tanta generosità.",Argene,,Paolo Emilio Badi,,Dramma,,Venice,Q641,Teatro ai Saloni,,Giovanni Maria Rossi,,1689,8,True,Antonio Caldara,Q311571,False
655,"ARGENIDE. Dramma per Musica, in Roma, nella Stamperia di Francesco Felice Mancini. 1651 in 4 — del March. Giacomo Ariberti, Romano.",Argenide,,Giacomo Ariberti,,Dramma,,Rome,Q220,,,Francesco Felice Mancini,,1651,4,True,,,False
656,"ARGENIDE. Dramma recitato nel Teatro di Sant'Angiolo di Venezia anno 1733 — in Venezia, per Marino Rossetti. 1733 in 12. — Poesia di Alvise Giusti, Veneziano. — Musica di Baldassarre Galuppi, Veneziano.",Argenide,,Luigi Giusti,Q3107672,Dramma,,Venice,Q641,Teatro San Angelo,Q1110282,Marino Rossetti,Q122599209,1733,12,True,Baldassare Galuppi,Q208338,False
,,,,,,,,,,,,unknown,,,,,,,
,,,,,,,,,,,,unknown,,,,,,,
657,"ARGENIDE. Tragedia. — in Ferrara, per il Pomatelli. 1747 in 8 — del Marchese Giulio Sacrati, Ferrarese.",Argenide,,Giulio Sacrati,,Tragedia,,Ferrara,Q13362,,,Francesco  Pomatelli,Q102280544,1747,8,False,,,False
658,"ARGENO. Dramma rappresentato nel Teatro di S. Gio. Grisostomo di Venezia l'anno 1728 — in Venezia, per Marino Rossetti. 1728 in 12. — Poesia di Domenico Lalli, Napoletano, tra gli Arcadi Ortanio. — Musica di Leonardo Leo, Napoletano. Replicato nel Teatro di S. Salvarore di Venezia l'anno 1669 — in Venezia, per li Niccolini, e Curti 1669 in 12. — Musica del P. Marc'Antonio Cesti, d'Arezzo, Minor Conventuale. — ed in Milano, 1669 in 12. ma sempre con mutazioni.",Argeno,,Domenico Lalli,Q1237180,Dramma,,Venice,Q641,Teatro Malibran,Q3982047,Marino Rossetti,Q122599209,1728,12,True,Leonardo Leo,Q316735,False
659,ARGIA. Dramma Musicale. — in Roma per Francesco Corbelletti. 1632 in 12. — di Ottavio Tronsarelli.,Argia,,Ottavio Tronsarelli,Q113853427,Dramma Musicale,,Rome,Q220,,,Francesco Corbelletti,Q1003311,1632,12,False,,,False
660,"ARGIA. Dramma per Musica Roma, per il Delfino. 1657 in 12. — di Angiovino Fidelno Nitano, cioè, Angelo Antonio Fedinovi.",Argia,,Angiovino Fidelno Nitano,,Dramma,,,,,,Delfino,,1657,12,True,,,False
661,"ARGIA. Dramma per Musica. — in Reggio, per Prospero Vedrotti. 1671 in 12. — di Leone Parisetti.",Argia,,Leone Parisetti,,Dramma,,Reggio Emilia,Q13360,,,Prospero Vedrotti,,1671,12,True,,,False
662,"ARGIA. Dramma Musicale rappresentato a Insprugg alla Maestà della Sereniss. Cristina Regina di Svezia, ec. ec. ec. — Insprugg, per Hieronymo Agricola. anno 1655 in 4 — Poesia di Appollonio Apollonj, Veneziano, Cav. — Musica di Maestro Incerto.",Argia,,unknown,Q24238356,Dramma Musicale,,,,,,Hieronymo Agricola,,1655,4,True,Incerto,,False
663,"ARGIOPE. Dramma recitato nel Teatro de S. S. Gio. e Paolo di Venezia l'anno 1649 — in Venezia, per Gian Pietro Pinelli, 1649 in 12. — Poesia di Giambatista Fusconi. — Musica di Giovanni Rovetta, Veneziano, ed Alessandro Leardini d'Urbino. Nella Poesia di questo Dramma ebbe parte Pietro Michieli Patr. Ven.",Argiope,,Giambatista Fusconi,,Dramma,,Venice,Q641,Teatro Santi Giovanni e Paolo,Q3982137,Giovanni Pietro Pinelli,Q105965645,1649,12,True,Giovanni Rovetta,Q1526347,False
,,,,,,,,,,,,unknown,,,,,,,
664,"ARGIPPO. Dramma recitato nel Teatro di S. Cassiano di Venezia l'anno 1717 — in Venezia, per Marino Rossetti. 1717 in 12. — Poesia di Domenico Lalli, Napoletano. — Musica di Giovanni Porta, Veneziano. Replicato nel Teatro di S. Mosè l'anno 1722 — in Venezia, per il suddetto Rossetti. 1722 in 12. — Musica del suddetto Porta.",Argippo,,Domenico Lalli,Q1237180,Dramma,,Venice,Q641,Teatro San Cassiano,Q246429,Marino Rossetti,Q122599209,1717,12,True,Giovanni Porta,Q571407,False
665,"ARGONAUTICA, rappresentata in Arno nelle Nozze di Cosimo de' Medici d'anno 1608 — in Firenze, per Cristoforo Marescotti. 1608 in 4 — di Francesco Cini.","Argonautica, Rappresentata In Arno Nelle Nozze Di Cosimo De' Medici D'Anno 1608 — In Firenze, Per Cristoforo Marescotti",,Francesco Cini,,1608 in,,Florence,Q2044,,,Cristofano Marescotti,Q109771422,1608,4,False,,,False
666,"ARIANNA. Tragedia rappresentata in Musica nelle nozze Reali del Seren. Principe di Mantova, e della Seren. Infante di Savoja. — in Firenze, nella Stamperia del Giunti, 1606 in 4 — in Venezia, per Bernardo Giunti, e Gio. Battista Ciotti. 1608 in 12. — ed in Mantova, per Aurelio, e Lodovico Osanna, 1608 in 12. — nel Compendio delle Feste fatte in occasione di dette nozze. — di Ottavio Rinuccini, Fiorentino. L'Allacci aggiugne un'altra edizione di Lucca per Vincenzo Busdrago dell'anno 1549 in 8 la quale certamente non ha veduta, ovvero ha errato nell'anno, mentre il Rinuccini essendo morto nell'anno 1623 como si può raccorre dalla Melpomene di Alessandro Adimari stampata in Firenze per il Massi e Landi, 1640 in 4 nella Tavola di esso Libro, averebbe vivuto settantaquattr'anni dopo di aver lavorata quella Tragedia, nè potrebbe dirsi di averla fatta espressamente per quelle nozze celebratesi nel principio di quel Secolo. — Replicata l'anno 1640 nel Teatro di S. Mosè di Venezia, anzi fu il primo Dramma, che in esso si recitasse. — in Venezia, per il Bariletti. 1640 in 12. — Musica di Claudio Monte—Verde, Veneziano.",Arianna,,Ottavio Rinuccini,Q443900,Tragedia,,Florence,Q2044,Teatro San Moisè,Q2575251,Giunti,Q3107961,1606,4,True,Claudio Monteverdi,Q53068,False
667,"ARIANNA. Dramma per Musica. — in Napoli, nella Stamperia di Onofrio Savio. 1653 in 4 — di Giuseppe di Palma.",Arianna,,Giuseppe di Palma,,Dramma,,Naples,Q2634,,,Onofrio Savio,,1653,4,True,,,False
668,"ARIANNA. Dramma Scenico. — in Pavia, per Gio. Andrea Magri, 1666 in 12. — di Clearto Ro, cioè, Carlo Torre.",Arianna,,Carlo Torre,Q106622070,Dramma Scenico,,Pavia,Q6259,,,Giovanni Andrea Magri,,1666,12,False,,,False
669,"ARIANNA. Tragedia nuova. — in Udine, per Pietro Lorio, 1610 in 4 — Poesia di Vincenzo Giusti, di Udine, Accademico Uranico, e tra gli Sventati lo Stanco.",Arianna,,Vincenzo Giusti,Q55228359,Tragedia nuova,,Udine,Q2790,,,Pietro Lorio,Q110147804,1610,4,False,,,False
670,"ARIANNA. Poemetto Drammatico. — in Bologna, per il Pisarri, 1706 in 8 con altre Poesie dell'Autore. — di Pier'Antonio Bernardoni, Bolognese.",Arianna,,Pietro Antonio Bernardoni,Q31752320,Poemetto Drammatico,,Bologna,Q1891,,,Antonio Pisarri,Q96622995,1706,8,False,,,False
671,"ARIANNA— Poesia Drammatica. — in Napoli, per Ettore Ciacconio, 165. in 8 — di Francesco Zucchi, da Monte Regale.",Arianna— Poesia Drammatica,,Francesco Zucchi,,?,,Naples,Q2634,,,Ettore Ciacconio,,0,8,False,,,False
672,"ARIANNA. Intreccio Scenico Musicale (a cinque voci) senz'anno, Stampatore, e luogo, ma è Venezia in 4 — Poesia di Vincenzo Cassani, Veneziano. — Musica di Benedetto Marcello, Patrizio Veneto.",Arianna,,Vincenzo Cassani,Q2526858,Intreccio Scenico,,,,,,unknown,,0,4,True,Benedetto Marcello,Q312784,False
,,,,,,,,,,,,unknown,,,,,,,
,,,,,,,,,,,,unknown,,,,,,,
,,,,,,,,,,,,unknown,,,,,,,
673,"ARIANNA ABBANDONATA. Dramma rappresentato nel Teatro di S. Mosè di Venezia nell'anno 1719 — in Venezia, per Marino Rossetti. 1719 in 12. — Poesia del Co. Angiolo Schietti, Veneziano. — Musica di Giuseppe Boniventi, Veneziano. Replicato nel Teatro di Piazza, di Vicenza l'anno 1743 in Venetia, per Biagio Maldura. 1723 in 12",Arianna Abbandonata,,Angelo  Schietti,Q102279160,Dramma,,Venice,Q641,Teatro San Moisè,Q2575251,Marino Rossetti,Q122599209,1719,12,True,Giuseppe Boniventi,Q3770144,False
,,,,,,,,,,,,unknown,,,,,,,
674,ARIANNA SIRACUSANA. Dramma per Musica. — Poesia di Antonio Cotrona di Siracusa.,Arianna Siracusana,,Antonio Cotrona,,Dramma,,,,,,unknown,,0,,True,,,False
675,"ARTANNA, e TESEO. Dramma recitato nel Teatro di S. Gio. Grisostomo di Venezia, l'anno 1727 — in Venezia, per Marino Rossetti, 1727 in 12. — Poesia di Pietro Pariati, di Reggio. — Musica di Niccolò Porpora, Napoletana. Sentitosi prima a Vienna.","Artanna, E Teseo",,Pietro Pariati,Q328190,Dramma,,Venice,Q641,Teatro Malibran,Q3982047,Marino Rossetti,Q122599209,1727,12,True,Nicola Porpora,Q312788,False
,,,,,,,,,,,,unknown,,,,,,,
676,"ARIANNA NELL'ISOLA DI NASSO. Dramma Pastorale. — in Milano, per Giuseppe Richino Malatesta 1733 in 12. — del Dott. Claudio Niccola Stampa, Milanese.",Arianna Nell'Isola Di Nasso,,Claudio Nicolà Stampa,Q106772388,Dramma Pastorale,,Milan,Q490,,,Giuseppe Richino Malatesta,Q122599193,1733,12,False,,,False
677,"ARIANNA TRADITA. Opera Tragica (in prosa) — in Perugia, per li Zecchini. 1666 in 12. — di Antonio Pacinelli.",Arianna Tradita,,Antonio Pacinelli,,Opera Tragica,prose,Perugia,Q3437,,,Zecchini,,1666,12,False,,,False
678,"ARIAMENE. Dramma per Musica rappresentato in Mantova nel Teatro di Castello, dedicato al Sereniss. Ferdinando Carlo Duca di Mantova, Monferrato, ec. ec. — in Mantova, per gli Osanna. 1668 in 8 — del Marchese Annibale Lanzoni, Mantovano.",Ariamene,,Annibale Lanzoni,Q73218886,Dramma,,Mantua,Q6247,Teatro Comunale,,Osanna,,1668,8,True,,,False
679,"ARIBERTO, e FLAVIO REGI DE' LONGOBARDI. Dramma rappresentato nel Teatro di S. Salvatore di Venezia l'anno 1684 — in Venezia, per Francesco Niccolini. 1684 in 12. — Poesia di D. Rinaldo Ciallis, Sacerdote Veneziano. — Musica di Carlo Ambrogio Lonati, Milanese.","Ariberto, E Flavio Regi De' Longobardi",,Rinaldo Cialli,Q115742014,Dramma,,Venice,Q641,Teatro Goldoni,Q3982376,Francesco Niccolini,,1684,12,True,Carlo Ambrogio Lonati,Q1041828,False
,,,,,,,,,,,,unknown,,,,,,,
,,,,,,,,,,,,unknown,,,,,,,
680,"ARIDOSIO. Commedia (in prosa). — in Luca, per Vincenzo Busdrago 1548 in 8 da cui è dedicata a Girolamo Sardini. — in Bologna. 1548 in 4 — in Firenze, per Filippo Giunti, 1593 1595 e. 1597 in 8. — ivi, per i Giunti 1695 in 8 — in Venezia, per Matteo Pagan, senz'anno. in 8 — E senza luggo Stampatore, ed anno in 12 che però è Napoli 1731 insieme con altre. — di Lorenzino de Medici, detto Lorenzino di Pier Francesco, Gentiluomo Fiorentino.",Aridosio,,Lorenzino de' Medici,Q1050480,Commedia,prose,Lucca,Q13373,,,Vincenzo Busdraghi,Q55226139,0,8,False,,,False
681,"ARIODANTE. Dramma per Musica rappresentato nel Teatro del Falcone di Genova l'anno 1655 — in Genova, per il Guasco. 1655 in, 12. — Poesia di Gio. Aleardo Pisani, e di Gio. Andrea Spinola di Stefano di Girolamo, Genovesi. — Musica di Giammaria Costa. Con gl'intermezzi intitolati Gli Incanti d'Ismeno composti dallo Spinola. Ristampato ivi, per Antonio Casamara. 1695 in 8 con le altre Poesie dello Spinola. Dopo la lettera posta nel fine a chi legge per criticare, si vede una giunta, con cui l'Autore fa sapere, che in questa seconda edizione ha cambiato in Toscano il Linguaggio Genovese de Personaggi.",Ariodante,,Giovanni Aleardo Pisani,,Dramma,,Genoa,Q1449,Teatro del Falcone,Q46088598,Francesco Guasco,Q873626,1655,8,True,Giammaria Costa,,False
682,"ARIODANTE. Dramma rappresentato nel Teatro di S. Gio. Grisostomo di Venezia l'anno 1716 — in Venezia, per Marino Rossetti. 1716 in 12. — Poesia del Dott. Antonio Salvi, Fiorentino. — Musica di Carlo Francesco Pollaroli, Bresciano. — Replicato nello stesso Teatro l'anno 1718 — E sempre con cambiamenti fattigli da Giovanni Boldini. — in Venezia, per il suddetto Rossetti. 1718 in 12. — E nel nuovo Teatro Delfino di Trevigi anno 1722 — in Venezia, per lo stesso Rossetti. 1722 in 12. — Fu prima sentito, a Pratolino col titolo di Ginevra, anzi con questo recitato l'anno 1733 nel Teatro di S. Samuele di Venezia.",Ariodante,,Antonio Salvi,Q604920,Dramma,,Venice,Q641,Teatro Malibran,Q3982047,Marino Rossetti,Q122599209,1716,12,True,Carlo Francesco Pollarolo,Q1042169,False
,,,,,,,,,,,,unknown,,,,,,,
683,"ARIODANTE TRADITO, E LA MORTE DI POLINESSO DA RINALDO PALADINO. Opera Rappresentativa in Pavia, per Giambatista de Rossi. 1629 in 12. — di Silvio Fiorillo, Napoletano, Comico, detto il Capitan Matamoros.","Ariodante Tradito, E La Morte Di Polinesso Da Rinaldo Paladino",,Silvio Fiorillo,Q3960869,Opera Rappresentativa,,Pavia,Q6259,,,Giovanni Battista de Rossi,,1629,12,False,,,False
684,"ARIONE. Dialogo, Serenata cantata nel Teatro della Marina di Palermo. — in Palermo, per gli Eredi di Pietro dell'Isola. 1683 in 4 — di Vincenzo Giattino, di Palermo.",Arione,,Vincenzo Giattini,,"Dialogo, Serenata",,Palermo,Q2656,Teatro della Marina di Palermo,,Eredi di Pietro dell'Isola,,1683,4,False,,,False
685,"ARIONE LISBONESE. Dialogo per Musica. — in Palermo, per Domenico Cortesi. — 1704 in 4. — Poesia di Giovanni Zito, e Regi, di Palermo.",Arione Lisbonese,,Giovanni Zito,,Dialogo,,Palermo,Q2656,,,Domenico Cortese,,1704,4,True,,,False
686,"ARIOVISTO. Dramma Musicale rappresentato nel Regio, e Ducal nuovo Teatro di Milano l'anno 1699 — in Milano, nella Stamperia di Carlo Federico Gagliardio 1699 in 12. — Poesia d'Incerto Autore. — Musica Atto I. di Antonio Perti Atto II. e parte del III. di Paolo Magni. Il rimanente di Francesco Balarotti.",Ariovisto,,unknown,Q24238356,Dramma Musicale,,Milan,Q490,Teatro Ducale Milano,,Carlo Federigo Gagliardi,,1699,12,False,,,False
