voce/entry,titolo/title,sottitolo/subtitle,autore/author,genere/genre,metro/mode,luogo di pubblicazione/city,luogo di rappresentazione/location,editore/publisher,anno/year,formato/format,libretto,compositore/composer,traduzione/translation
"EVENTI DI FILANDRO, E EDESSA. Dramma fatto rappresentare dall'Alt. Sereniss. del Sig. Duca di Parma nel Colleggio de' Nobili nell'anno 1675 — in Parma, per Mario Vigna. 1675 in 12. — Poesia di Gaddo Gaddi, Nobile Forlivese. — Musica di Don Marco Uccellini.","Eventi Di Filandro, E Edessa",,"<a href=""https://www.wikidata.org/wiki/Q729041"">Gaddo Gaddi</a>",dramma fatto,,"<a href=""https://www.wikidata.org/wiki/Q2683"">Parma</a>",,"<a href=""https://www.wikidata.org/wiki/Q118733444"">Mario Vigna</a>",1675,12,True,"<a href=""https://www.wikidata.org/wiki/Q713218"">Marco Uccellini</a>",False
"EUFEMIA. Tragedia Spirituale. — in Trani, per il Valerj. 1634 in 8 — di Francesco Fallona.",Eufemia,,Francesco Fallona,tragedia spirituale,,"<a href=""https://www.wikidata.org/wiki/Q13495"">Trani</a>",,Valeri,1634,8,False,,False
"EUFIMIA. Tragedia. La stampa dice Euphimia. — in Venezia, per Giulio Cesare Cagnaccini, 1583 in 8 — di Giambatista Giraldi Cintio, Ferrarese.",Eufimia,,"<a href=""https://www.wikidata.org/wiki/Q724672"">Giovanni Battista Giraldi</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Giulio Cesare Cagnaccini,1583,8,False,,False
"EUFRASIA. Dramma Musicale. — in Firenze, per il Bonardi. 1656 in 4 — di Girolamo Bartolommei, già Smeducci.",Eufrasia,,"<a href=""https://www.wikidata.org/wiki/Q109876959"">Girolamo Bartolommei</a>",dramma musicale,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,Bonardi,1656,4,False,,False
"EUFRASIA (S.) Rappresentazione di S. Eufrasia (in ottava rima). — in Siena, alla Loggia del Papa. senz'anno. in 4 — in Firenze. senza Stampatore, l'anno del Signore, 1588 in 4 — ed ivi, per Gio. Baleni. 1592 in 4 — di Castellano Castellani.",Santa Eufrasia,,"<a href=""https://www.wikidata.org/wiki/Q55226628"">Castellano Castellani</a>",?,verse,"<a href=""https://www.wikidata.org/wiki/Q2751"">Siena</a>",,unknown,0,4,False,,False
"EUFRASIA. Tragedia Sacra. in Palermo, per Pietro Coppola. 1645 in 12. — del P. Ortensio Scamacca, Siciliano, della Comp. di Gesù.",Eufrasia,,Ortensio Scamacca,tragedia sacra,,"<a href=""https://www.wikidata.org/wiki/Q2656"">Palermo</a>",,Pietro Coppola,1645,12,False,,False
"EUFROSINA. Oratorio cantato in Perugia nella Congregazione di S. Filippo Neri l'anno 1713 —— in Perugia, per il Costantini. 1713 in 4 — Poesia di Tommaso Giannini, Sacerdote della Congregazione della Missione, Pastore d'Arcadia.",Eufrosina,,"<a href=""https://www.wikidata.org/wiki/Q55228222"">Tommaso Giannini</a>",oratorio,,"<a href=""https://www.wikidata.org/wiki/Q3437"">Perugia</a>",,Costantini,1713,4,False,,False
"EUFROSINA (S.) Rappresentazione di Santa Eufrosina Vergine (in ottava rima), la quale essendo maritata si fuggì tra’ Monaci, come Maschio ed ivi stette 38 anni, ed alla sua morte fu conosciuta dal Padre, siccome ella volse (con due laude aggiuntevi di nuovo). — in Firenze, senza Stampatore, l'anno 1555 in 4 d'Incerto Autore.",Santa Eufrosina,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",?,verse,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,unknown,1555,4,False,,False
"EUGENIA. Tragedia Sacra. — in Roma, per Francesco Cavalli. 1632 in 12. — ed in Firenze nella Stamperia di Pietro Nesti. 1655 in 4 corrett a ed accresciuta. — di Girolamo Bartolommei, già.Smeducci, Fiorentino.",Eugenia,,"<a href=""https://www.wikidata.org/wiki/Q109876959"">Girolamo Bartolommei</a>",tragedia sacra,,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,Francesco Cavallo,1632,12,False,,False
"EUILMERO. Tragedia dedicata alla S. R. M. della Regina di Svezia. — in Roma, per il Mascardi. 1679 in 8 — di Giuseppe Domenico de Totis.",Euilmero,,"<a href=""https://www.wikidata.org/wiki/Q19365861"">Giuseppe Domenico de Totis</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,"<a href=""https://www.wikidata.org/wiki/Q102288606"">Mascardi</a>",1679,8,False,,False
"EUMELIO. Dramma Pastorale cogl’Intermedi apparenti recitato in Amelia nelle Nozze di Fabrizio Farratini, e Lucrezia Corradi. — in Ronciglione, per Domenico Domenici. 1614 in 8 — d'Incerto Autore.",Eumelio,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",dramma pastorale,,"<a href=""https://www.wikidata.org/wiki/Q30029567"">Ronciglione</a>",,Domenico Domenici,1614,8,False,,False
"EUMENE. Dramma rappresentato nel Teatro di Sant'Angiolo di Venezia l'anno 1697 — in Venezia, per Girolamo Albrizzi. 1697 in 12. — Poesia di Apostolo Zeno, Venezianó. — Musica di Marc'Antonio Ziani, Veneziano, Maestro di Cappella di S. M. Ces. — Replicato con poca varietà nel Teatro di S. Mosè l'anno 1723 — in Venezia, per Carlo Buonarrigo. 1723 in 12. — Musica di Tommaso Albinoni, Veneziano.",Eumene,,"<a href=""https://www.wikidata.org/wiki/Q349507"">Apostolo Zeno</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q1110282"">Teatro San Angelo</a>","<a href=""https://www.wikidata.org/wiki/Q53996467"">Girolamo Albrizzi</a>",1697,12,True,"<a href=""https://www.wikidata.org/wiki/Q302270"">Marc'Antonio Ziani</a>",False
"EUMENE. Dramma recitato nel Teatro di S. Gio. Grisostomo di Venezia l'anno 1717 — in Venezia, per Marino Rossetti. 1717 in 12. — Poesia di Antonio Salvi, Fiorentino. — Musica di Tommaso Albinoni, Veneziano.",Eumene,,"<a href=""https://www.wikidata.org/wiki/Q604920"">Antonio Salvi</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q3982047"">Teatro Malibran</a>","<a href=""https://www.wikidata.org/wiki/Q122599209"">Marino Rossetti</a>",1717,12,True,"<a href=""https://www.wikidata.org/wiki/Q174606"">Tomaso Albinoni</a>",False
EUMENE. Opera Scenica (in prosa) rappresentata nel Teatro di S. Samuele di Venezia l'anno 1709 in Venezia per Domenico Lovisa. 1709 in 12. — d'Incerto Autore.,Eumene,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",opera scenica,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q1057412"">Teatro San Samuele</a>","<a href=""https://www.wikidata.org/wiki/Q19569565"">Domenico Lovisa</a>",1709,12,False,,False
"EUNIA. Ragionamenti Pastorali nuovamente ritrovati tra gli antichi giovenili Componimenti dell'Autore (in prosa). — in Venezia, per Paolo Mejetti. 1582 in 8 — di Bernarnardino Pino, di Cagli.",Eunia,,"<a href=""https://www.wikidata.org/wiki/Q3638727"">Bernardino Pino da Cagli</a>",ragionamenti pastorali,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Paolo Mejetti,1582,8,False,,False
"EUNUCO. Commedia di Terenzio tradotta (in versi sciolti). — in Venezia, senza nome di Stampatore, che per altro è Cristoforo Zane. 1728 in 8 — di Luisa Bergalli, Veneziana, tra gli Arcadi Irminda Partenide.",Eunuco,,"<a href=""https://www.wikidata.org/wiki/Q1433799"">Luisa Bergalli</a>",commedia,verse,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,unknown,1728,8,False,,True
"EUNUCO. Commedia di Terenzio tradotta (in versi sciolti). — in Urbino, per Girolamo Mainardi. 1736 in foglio fig. colle altre dello stesso Terenzio. — di Niccolò Fortiguerri, di Pistoja.",Eunuco,,"<a href=""https://www.wikidata.org/wiki/Q3339581"">Niccolò Forteguerri</a>",commedia,verse,"<a href=""https://www.wikidata.org/wiki/Q2759"">Urbino</a>",,"<a href=""https://www.wikidata.org/wiki/Q89118703"">Girolamo Mainardi</a>",1736,,False,,True
"EUNUCO. Commedia di Terenzio nuovamente tradotta in lingua Toscana (in prosa). — in Roma, per Bartolommeo Zanetti. 1612 in 12, coll'altre cinque. — ed in Vinegia, in Casa de Figliuoli di Aldo 1646 in 8 — da Cristoforo Rosario, di Spoleti.",Eunuco,,Cristoforo Rosario,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,"<a href=""https://www.wikidata.org/wiki/Q59533189"">Bartolomeo Zanetti</a>",1612,12,False,,True
"EUNUCO. Commedia di Terenzio tradotta (in verso sdrucciolo). — in Venezia, in Casa di Francesco di Asola. 1544 in 8 — di Giovanni Giustiniani, di Candia.",Eunuco,,"<a href=""https://www.wikidata.org/wiki/Q19862442"">Giovanni Giustiniani</a>",commedia,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,unknown,1544,8,False,,True
"EUNUCO. Commedia di Terenzio intitolata l'Eunuco dal latino al volgare tradotta, con somma diligenza revista, corretta, e nuovamente stampata del 1532 — in Venezia, per Niccolò d'Aristotile detto Zoppino del Mese di Luglio 1532 in 8 — d'Incerto Traduttore.",Eunuco,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",commedia,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q3876594"">Nicolò d'Aristotele</a>",1532,8,False,,True
"EUNUCO. Commedia di Terenzio fatta tradurre in lingua volgare da Gio. Batista di Borgo Franco (in prosa) — in Venezia, per Giacob da Borgo Franco, Pavese, del Mese di Marzo 1538 in 8, colle altre cinque di Terenzio. — ivi, per Gio. Padovano. 1544 in 8 — d'Incerto Traduttore.",Eunuco,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Giovanni Battista da Borgo Franco,1538,8,False,,False
"EUNUCO DELLA REGINA CANDACE. Commedia Spirituale recitata il primo di Maggio 1613 nella Chiesa di S. Quirico alla Felce, per la Festa degli Apostoli SS. Giacomo e Filippo, dedicata dall'Autore a Monsig. Bartolommeo Lanfredini, Vescovo di Fiesole. — in Fiorenza, per Gio. ni Donato, e Bernardino Giunti, 1613 in 8 — di Prete Ambrogio Grigioni da Regello. — Questa Commedia piena d'improprietadi, e da un Angiolo, da S. Filippo, da San Giacomo, da certi Paesani, e da un Parasira sono dette mille buffonerie, indegne di pronunciarsi in un luogo sacro.",Eunuco Della Regina Candace,,Ambrogio Grigioni da Regello,commedia spirituale,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,Giovanni Donato e Bernardo Giunti,1613,8,False,,False
"EVODORO. Tragedia Sacra Pastorale. in Palermo per Niccolò Bua. 1656 in 12. — di Francesco Leontino, di Siracusa. Unito alla Tragedia si legge un Trattato pratico dell'uso di rappresentare sopra il Teatro qualsivoglia Dramma.",Evodoro,,Francesco Leontino,tragedia sacra,,"<a href=""https://www.wikidata.org/wiki/Q2656"">Palermo</a>",,Niccolò Bua,1656,12,False,,False
"EUPATRA. Dramma rappresentato nel Teatro di Sant'Apollinare di Venezia l'anno 1655 — in Venezia, per il Ginammi. 1655 in 12. — Poesia di Gio. Faustini, Veneziano. — Musica di D. Pietr'Andrea Ziani, Veneziano Canonico Lateranese.",Eupatra,,"<a href=""https://www.wikidata.org/wiki/Q380786"">Giovanni Faustini</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q864046"">Teatro Sant 'Apollinare</a>",Ginammi,1655,12,True,"<a href=""https://www.wikidata.org/wiki/Q1374725"">Pietro Andrea Ziani</a>",False
"EUPLIO. Tragedia Sacra. in Palermo, per il Bua, e Portanova, 1645 in 12. — del P. Ortensio Scamacca, Siciliano, della Compagni di Gesù.",Euplio,,Ortensio Scamacca,tragedia sacra,,"<a href=""https://www.wikidata.org/wiki/Q2656"">Palermo</a>",,Bua,1645,12,False,,False
"EURIDAMANTE. Dramma rappresentato nel Teatro di S. Mosè di Venezia l'anno 1654 — in Venezia per Gio. Pietro Pinelli 1654 12. — del Co. Giacomo dell'Angelo, Veneziano, tra gl'Imperfetti lo Assicurato. — Musica di Francesco Lucio, Veneziano.",Euridamante,,Giacomo dell'Angelo,dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q2575251"">Teatro San Moisè</a>","<a href=""https://www.wikidata.org/wiki/Q105965645"">Giovanni Pietro Pinelli</a>",1654,,True,"<a href=""https://www.wikidata.org/wiki/Q3750177"">Francesco Lucio</a>",False
"EURIDICE DI TESSAGLLA. Pastoral Regia di recita Musicale. — in Vicenza, per gli Eredi Amadii, 1658 in 12. — del Co. Pietro Paolo Bissari, Vicentino.",Euridice Di Tessaglla,,"<a href=""https://www.wikidata.org/wiki/Q30524276"">Pietro Paolo Bissari</a>",pastoral regia,,"<a href=""https://www.wikidata.org/wiki/Q6537"">Vicenza</a>",,Eredi Amadio,1658,12,False,,False
"EURIDICE. Favola rappresentata nello Sposalizio della Cristianissima Regina di Francia, e di Navarra. — in Firenze, per 1 Giunti. 1600 in 4ed ivi, per Cosimo Giunti, 1622 in 4 — di Ottavio Rinuccini, Fiorentino. Replicata l'anno. 1601 in Bologna. — Musica di Jacopo Peri, red avi in Casa Mariscotti. — Musica del detto Peri, di Marco Golliano, e del Maestro di Cappela di San Petronio.",Euridice,,"<a href=""https://www.wikidata.org/wiki/Q443900"">Ottavio Rinuccini</a>",favola,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,"<a href=""https://www.wikidata.org/wiki/Q3107961"">Giunti</a>",1600,4,True,"<a href=""https://www.wikidata.org/wiki/Q205519"">Jacopo Peri</a>",False
"EURILLO. Favola Pastorale. in Napoli, per Gidi Domenico Roncagliolo. 1634 in 12. — di Francesco Pisani, Napoletano.",Eurillo,,Francesco Pisani,favola pastorale,,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,"<a href=""https://www.wikidata.org/wiki/Q117050500"">Giovanni Domenico Roncagliolo</a>",1634,12,False,,False
"EURIMEDONTE E TIMOCLEONE, ovvero, i Rivali Delusi. Dramma rappresentato in un Teatrino mirabilmente lavorato con figure di cera in Casa di S. E. Abate Lahia a S. Girolamo. — in Venezia, per il Pavino. 1746 in 24. — di Girolamo Zanetti, Veneziano. — Musica di Gio. Adolfo Hasse, Sassone.",Eurimedonte E Timocleone,I Rivali Delusi,"<a href=""https://www.wikidata.org/wiki/Q27478552"">Girolamo Francesco Zanetti</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Pavino,1746,24,True,"<a href=""https://www.wikidata.org/wiki/Q164732"">Johann Adolf Hasse</a>",False
"EURIMENE. Dramma recitato nel Teatro di Sant'Apollinare di Venezia l'anno 1652 — in Venezia, per Gio. Batista Surian 1652 in 12. — di Giacomo Castoreo, Veneziano. — Dall'Autore del Libro. Glorie della Poesia, e della Musica non si crede posto in Musica benchè abbia al Prologo, e gl'Intermedj fatti per Musica.",Eurimene,,Giacomo Castoreo,dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q864046"">Teatro Sant 'Apollinare</a>",Giovanni Battista Suriano,1652,12,True,,False
"EURIPIDE. Lacerato. Tragedia, in Bologna, per il Volpe 1729 in 8 Nel Tom. VII. dell'Opere del detto. — di Pier Jacopo Martello, Bolognese.",Euripide,,"<a href=""https://www.wikidata.org/wiki/Q3902896"">Pier Jacopo Martello</a>",lacerato,,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",,"<a href=""https://www.wikidata.org/wiki/Q6520898"">Lelio Dalla Volpe</a>",1729,8,False,,False
"EURIPO. Dramma recitato nel Teatro di San Mosè di Venezia l'anno 1649 — in Venezia, per Francesco Milocco. 1649 in 12. — Poesia di Giovanni Faustini, Veneziano. — Musica di Francesco Cavalli, Veneziano.",Euripo,,"<a href=""https://www.wikidata.org/wiki/Q380786"">Giovanni Faustini</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q2575251"">Teatro San Moisè</a>",Francesco Milocco,1649,12,True,"<a href=""https://www.wikidata.org/wiki/Q108062"">Francesco Cavalli</a>",False
"EURISTEO. Dramma per Musica rappresentato nell'Imperiale Palazzo da Dame, e Cavalieri, per comando di Carlo VI. alla S. C. C. R. M. di Elisabetta Cristina Imperadrice l'anno 1723 — in Vienna, per Gio. Pietro Van Ghelen, 1723 in 8 — Poesia di Apostolo Zeno, Veneziano, Poeta, ed Istorico di S. M. C. e Catt. — Musica di Antonio Caldara, Veneziano, Vice—Maestro di S. M. Ces. e Catt. Replicato, anno 1732 nel Teatro di S. Samuele di Venezia, accomodata da Domenico Lalli con tali variazioni, che il suo primo autore, non riconosceva per sua se non la prima Edizione. — Musica di Giovanni Adolfo Hasse, Sassone.",Euristeo,,"<a href=""https://www.wikidata.org/wiki/Q349507"">Apostolo Zeno</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q1741"">Vienna</a>","<a href=""https://www.wikidata.org/wiki/Q1057412"">Teatro San Samuele</a>","<a href=""https://www.wikidata.org/wiki/Q1695821"">Johann Peter van Ghelen</a>",1723,8,True,"<a href=""https://www.wikidata.org/wiki/Q311571"">Antonio Caldara</a>",False
"EUROPA.Dramma rappresentato in Genova nel Teatro del Falcone. — in Genova, per Benedetto Cella 1665 in 8 — di Giovan Andrea Spinola fu di Gio. Stefano, Genovese.",Europa,,"<a href=""https://www.wikidata.org/wiki/Q3766409"">Giovanni Andrea Spinola</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q1449"">Genoa</a>","<a href=""https://www.wikidata.org/wiki/Q46088598"">Teatro del Falcone</a>",Stefano Genovese,1665,8,False,,False
"EUROPA. Dramma per Musica recitativa nelle Nozze di Vittorio Amedeo Principe di Piemonte, con Madama Cristina di Francia. — in Torino, per i Fratelli de Cavalleris. 1619 in 4 — di Gio. Antonio Bonardo Mangarda.",Europa,,Giovanni Antonio Bonardo Mangarda,dramma,,"<a href=""https://www.wikidata.org/wiki/Q495"">Turin</a>",,Fratelli de Cavalleris,1619,4,True,,False
"EUROPA. rappresentata in Musica nelle Reali Scene di Mantova. — in Mantova, per gli Osanna. 1626 in 4 — di Balduino di Monte Simoncelli de'Signon di Vicino, nell'Accademia degl'Invaghiti di Mantova, e di Verona detto il Sicuro.",Europa,,Balduino di Monte Simoncelli,,,"<a href=""https://www.wikidata.org/wiki/Q6247"">Mantua</a>",,Osanna,1626,4,False,,False
"EUSTACHIA. Commedia (in prosa). — in Venezia, per Aldo. 1570 in 8 — di N. Guidant, di Lecce.",Eustachia,,N. Guidant,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q213220"">Aldus Manutius</a>",1570,8,False,,False
"EUSTACHIO. Dramma Melotragico. in Trapani, per Bartolommeo Franco. 1692— in 8 — di Giuseppe Barlotta, di Trapani.",Eustachio,,Giuseppe Barlotta,dramma melotragico,,"<a href=""https://www.wikidata.org/wiki/Q13664"">Trapani</a>",,Bartolomeo Franco,1692,8,False,,False
"EUSTACHIO (S.) Rappresentazione. — senza Luogo, Stampatore, ed anno. in 4 — d'Incerto Autore.",Sant'Eustachio,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",rappresentazione,,,,unknown,0,4,False,,False
"EUSTACHIO. Tragedia. — in Napoli, per Felice Mosca, 1729 in 4 — di Annibale Marchese, Napoletano.",Eustachio,,"<a href=""https://www.wikidata.org/wiki/Q98755031"">Annibale Marchese</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,"<a href=""https://www.wikidata.org/wiki/Q93427544"">Felix Carolus Musca</a>",1729,4,False,,False
"EUSTACHIO (S.) Tragedia Sacra. in Firenze, nella Stamperia di Pietro Nesti. 1655 in 4 — di Girolamo Bartolommei, già Smeducci, Fiorentino.",Sant'Eustachio,,"<a href=""https://www.wikidata.org/wiki/Q109876959"">Girolamo Bartolommei</a>",?,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,"<a href=""https://www.wikidata.org/wiki/Q118733370"">Pietro Nesti</a>",1655,4,False,,False
"EUSTACHIO (S.) Tragedia, cogl'Intermezzi dello stesso Autore. — in Viterbo, per Girolamo Discepolo. 1606 in 8 — di Gio. Antonio Liberati da Vallerano in Caprarola.",Sant'Eustachio,,Giovanni Antonio Liberati,?,,"<a href=""https://www.wikidata.org/wiki/Q13395"">Viterbo</a>",,"<a href=""https://www.wikidata.org/wiki/Q27485130"">Girolamo Discepolo</a>",1606,8,False,,False
